4.619951989999999569e+02,0.000000000000000000e+00
4.620952879999999823e+02,0.000000000000000000e+00
4.622037519999999517e+02,0.000000000000000000e+00
4.623135439999999790e+02,0.000000000000000000e+00
4.624135399999999549e+02,0.000000000000000000e+00
4.625135039999999549e+02,0.000000000000000000e+00
4.626234519999999861e+02,0.000000000000000000e+00
4.627334779999999910e+02,0.000000000000000000e+00
4.628335059999999999e+02,0.000000000000000000e+00
4.629437340000000063e+02,0.000000000000000000e+00
4.630537640000000010e+02,0.000000000000000000e+00
4.631537480000000073e+02,0.000000000000000000e+00
4.632634709999999814e+02,0.000000000000000000e+00
4.633634649999999624e+02,0.000000000000000000e+00
4.634735379999999623e+02,0.000000000000000000e+00
4.635735090000000014e+02,0.000000000000000000e+00
4.636834639999999581e+02,0.000000000000000000e+00
4.637835010000000011e+02,0.000000000000000000e+00
4.638941979999999603e+02,0.000000000000000000e+00
4.639942069999999603e+02,0.000000000000000000e+00
4.640942000000000007e+02,0.000000000000000000e+00
4.642037709999999606e+02,2.174701690673828125e+01
4.643134999999999764e+02,7.296179199218750000e+02
4.644135009999999966e+02,1.086681884765625000e+03
4.645234649999999874e+02,1.402196044921875000e+03
4.646234309999999823e+02,1.428066162109375000e+03
4.647335410000000024e+02,1.442000000000000000e+03
4.648438049999999748e+02,1.442000000000000000e+03
4.649437949999999660e+02,1.442000000000000000e+03
4.650538520000000062e+02,1.442000000000000000e+03
4.651538180000000011e+02,1.442000000000000000e+03
4.652634789999999612e+02,1.442000000000000000e+03
4.653635329999999612e+02,1.442000000000000000e+03
4.654735649999999509e+02,1.442000000000000000e+03
4.655735019999999622e+02,1.442850952148437500e+03
4.656834719999999948e+02,1.495073120117187500e+03
4.657835119999999733e+02,1.794245239257812500e+03
4.658941820000000007e+02,2.103499511718750000e+03
4.659942580000000021e+02,2.142000000000000000e+03
4.660941469999999640e+02,2.142179199218750000e+03
4.662037729999999556e+02,2.157000000000000000e+03
4.663038039999999569e+02,2.157000000000000000e+03
4.664134949999999549e+02,2.157000000000000000e+03
4.665134969999999726e+02,2.157000000000000000e+03
4.666235279999999648e+02,2.159050048828125000e+03
4.667334669999999619e+02,2.283811523437500000e+03
4.668335029999999506e+02,2.997404296875000000e+03
4.669334999999999809e+02,3.719677734375000000e+03
4.670335339999999746e+02,4.360744628906250000e+03
4.671437879999999723e+02,5.031088867187500000e+03
4.672437610000000063e+02,5.561435058593750000e+03
4.673438380000000052e+02,6.117524414062500000e+03
4.674537859999999796e+02,6.499545898437500000e+03
4.675634900000000016e+02,6.419581542968750000e+03
4.676634589999999889e+02,6.142361816406250000e+03
4.677635269999999537e+02,5.884842285156250000e+03
4.678735399999999913e+02,5.840007812500000000e+03
4.679735349999999698e+02,5.643716308593750000e+03
4.680835219999999595e+02,5.701457031250000000e+03
4.681941729999999779e+02,5.723364746093750000e+03
4.682941889999999603e+02,5.671854980468750000e+03
4.683942439999999579e+02,5.683932128906250000e+03
4.685037719999999695e+02,5.604421386718750000e+03
4.686134989999999902e+02,5.746459472656250000e+03
4.687135490000000004e+02,5.800000000000000000e+03
4.688235289999999509e+02,5.803242675781250000e+03
4.689238110000000006e+02,5.841105468750000000e+03
4.690335349999999721e+02,5.815080078125000000e+03
4.691335639999999785e+02,5.828000000000000000e+03
4.692335339999999633e+02,5.826700195312500000e+03
4.693438089999999647e+02,5.794181152343750000e+03
4.694437800000000038e+02,5.900000000000000000e+03
4.695537909999999897e+02,5.892796875000000000e+03
4.696537909999999556e+02,5.771581542968750000e+03
4.697634779999999637e+02,5.839990234375000000e+03
4.698635469999999827e+02,5.772196289062500000e+03
4.699735549999999762e+02,5.972549804687500000e+03
4.700735399999999800e+02,6.000331054687500000e+03
4.701835189999999898e+02,6.051675292968750000e+03
4.702834959999999569e+02,5.957542968750000000e+03
4.703942079999999919e+02,6.052690917968750000e+03
4.705037800000000061e+02,5.985000000000000000e+03
4.706038379999999961e+02,5.984545898437500000e+03
4.707135559999999828e+02,5.970177734375000000e+03
4.708235169999999812e+02,5.940543945312500000e+03
4.709334889999999518e+02,5.914000000000000000e+03
4.710335499999999911e+02,5.913139648437500000e+03
4.711335159999999860e+02,5.884423339843750000e+03
4.712437819999999533e+02,5.785332519531250000e+03
4.713537890000000061e+02,5.828000000000000000e+03
4.714537990000000036e+02,5.828613281250000000e+03
4.715635009999999738e+02,5.900000000000000000e+03
4.716635299999999802e+02,5.899422851562500000e+03
