NO_OF_FRAMES	7016
NO_OF_CAMERAS	7
NO_OF_MARKERS	26
FREQUENCY	120
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2025-04-09, 15:47:43.569	5107.44016550
DATA_INCLUDED	3D
MARKER_NAMES																										
TRAJECTORY_TYPES	Mixed	Mixed	Measured	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Measured	Measured	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed	Measured	Mixed	Mixed
Frame	Time	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	 X	 Y	 Z	
1	0.00000	-141.211	-679.788	24.272	114.255	-442.289	24.441	10.896	377.659	47.984	209.138	11.955	47.964	573.960	11.405	48.208	-128.279	-440.341	24.212	60.812	-492.114	248.462	-117.205	-560.558	113.287	62.904	-631.427	245.895	-80.205	-491.170	248.657	115.055	-682.371	24.985	9.946	9.917	49.009	-83.892	-627.435	245.941	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2	0.00833	-141.189	-679.777	24.262	114.301	-442.289	24.426	10.966	377.674	47.973	209.095	12.001	48.010	573.867	11.437	48.232	-128.191	-440.272	24.130	60.853	-492.137	248.366	-117.442	-560.648	113.441	62.379	-631.321	246.036	-80.463	-489.989	248.248	114.993	-682.384	25.016	9.818	11.397	48.315	-83.974	-632.737	245.839	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3	0.01667	-141.179	-679.762	24.275	114.270	-442.279	24.431	10.931	377.702	47.979	209.160	11.967	48.024	573.917	11.414	48.229	-128.269	-440.319	24.159	60.754	-492.182	248.484	-117.321	-560.614	113.258	62.494	-631.482	246.243	-80.544	-489.817	248.329	114.607	-680.356	24.537	9.869	9.898	49.043	-84.004	-632.795	245.901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
4	0.02500	-141.208	-679.729	24.304	114.242	-442.293	24.443	10.935	377.657	47.985	209.183	11.980	47.981	573.845	11.450	48.247	-128.183	-440.421	24.151	60.789	-492.201	248.517	-117.354	-560.643	113.406	62.420	-631.392	246.191	-80.217	-491.134	248.691	115.067	-682.339	24.986	9.898	9.932	49.046	-83.895	-632.766	245.824	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
5	0.03333	-141.228	-679.781	24.263	114.268	-442.311	24.441	10.967	377.674	47.942	209.150	11.919	47.961	574.024	11.375	48.171	-128.245	-440.323	24.221	60.842	-492.125	248.430	-117.427	-560.640	113.359	62.547	-631.394	246.165	-80.282	-491.213	248.715	114.905	-682.384	25.107	9.850	9.932	49.066	-84.035	-632.824	245.968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
6	0.04167	-141.256	-679.489	24.220	113.943	-440.378	23.772	10.968	377.996	47.826	209.111	12.294	47.783	573.851	11.782	47.957	-128.483	-438.631	23.539	60.533	-490.218	247.598	-117.414	-560.596	113.241	62.447	-630.789	245.833	-80.437	-489.570	248.132	114.599	-679.961	24.423	9.812	11.758	48.196	-83.971	-632.731	245.743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
7	0.05000	-141.121	-681.232	24.714	114.188	-442.229	24.430	11.067	376.164	48.427	209.040	10.606	48.720	574.106	9.786	48.680	-128.328	-440.276	24.174	60.751	-492.050	248.354	-117.346	-560.491	113.109	62.811	-632.823	246.263	-80.332	-491.184	248.640	114.933	-682.344	25.028	9.847	9.930	48.982	-84.084	-632.811	245.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
8	0.05833	-141.116	-681.254	24.793	114.127	-442.236	24.413	11.088	376.152	48.404	209.089	10.523	48.613	574.173	9.696	48.611	-128.297	-440.302	24.042	60.763	-492.084	248.323	-117.537	-560.536	113.338	62.982	-634.066	246.400	-80.455	-491.190	248.673	114.989	-682.355	24.996	9.829	9.932	49.016	-84.032	-632.729	245.865	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
9	0.06667	-141.149	-681.257	24.834	114.155	-442.243	24.494	11.031	376.143	48.371	209.060	10.551	48.672	574.136	9.763	48.655	-128.332	-440.274	24.101	60.630	-492.029	248.319	-117.385	-560.530	113.217	62.940	-634.098	246.786	-80.401	-491.126	248.731	114.825	-682.309	25.048	9.840	9.953	49.000	-84.088	-632.760	245.868	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
10	0.07500	-141.112	-681.248	24.808	114.165	-442.248	24.419	11.050	376.127	48.356	209.079	10.548	48.692	574.122	9.768	48.662	-128.368	-440.310	24.148	60.588	-492.141	248.460	-117.605	-560.596	113.532	62.648	-633.951	247.031	-80.317	-491.188	248.735	114.975	-682.374	24.994	9.873	9.920	48.968	-84.013	-632.712	245.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
